Tweet User,Location,Following,Followers,Total Tweets,Tweet,Time of Tweet,Account Created
fewvsmany,"Cleveland, OH",913,1157,3727,"This is for the confused. After your WomanKing pillage another tribe, they'd capture and sell the remaining into slavery. This is a slave auction. BoycottWomanKing ",2022-09-24 17:25:37+00:00,2009-05-08 03:49:55+00:00
breezejef,Alabama to Los Angeles,575,798,13690,Thuso Mbedu and Lashana Lynch’s performance 🥹🥹 wowwww WomanKing,2022-09-24 17:23:47+00:00,2009-03-11 17:04:19+00:00
ZackWritesAlot,"Atlanta, GA",214,950,408,Viola Davis is a WomanKing BrettFarve is a welfare queen and QueenElizabethII is currently colonizing Hell.What a time to be alive.,2022-09-24 17:16:24+00:00,2018-08-22 02:49:04+00:00
SommyMz,Nigeria,1048,834,52755,It was John Boyega Accent for me in WomanKing,2022-09-24 17:15:12+00:00,2019-07-16 10:09:58+00:00
SecularSinnerr,USA,2942,1832,19521,These certified check mark movie critics have lost all Credibility. There are movies 10x Better than this that are No where near 95-99% Let's just make it 100% with 6 Stars while we're at it.WomanKingA Savage tribe that enslaved other Africans.Gets praised by woke idiots. ,2022-09-24 17:14:06+00:00,2016-05-28 14:31:48+00:00
OliviaSose,"Port Harcourt, Nigeria",1646,1715,33577,I hated the queen at the first entrance womanking,2022-09-24 17:11:45+00:00,2012-10-12 13:42:21+00:00
luthervandals,,57,12,110,"Read his words from his bio, doesn't seem like Dahomey's role in the slave trade is exaggerated at all if people in modern day Benin still joke about enslaving one another. WomanKing crossconnection Boycottwomanking  ",2022-09-24 16:58:56+00:00,2022-09-20 00:02:42+00:00
tonetalks,"Los Angeles, CA",676,28120,20667,"“Dahomey kingdom wasn’t made up of righteous abolitionists worried about the effects of colonial barbarism on their pure continent. No, they were slavers. Vicious slavers.”  Thank you  - BoycottWomanKing  WomanKing",2022-09-24 16:54:22+00:00,2015-10-08 01:47:41+00:00
AmazingNerdShow,"Chicago, IL",9288,11268,119663,New! Ep 246! This week we breakdown Ep 1-3 of Andor &amp; Ep 6 of SheHulk ! We have reviews for WomanKing &amp; HouseOfTheDragon! We talk MCU &amp; Horror news! Plus we react to AEWGrandSlam! PodernFamily podcast marvel starwars applepodcasts ,2022-09-24 16:52:15+00:00,2017-11-27 21:30:50+00:00
2blessed2nv,"Anytown, USA",4721,3798,63921,WomanKing This movie was so good I wanted more of it. I didn’t want to leave when the lights came up bc I just wanted more. The action was phenomenal but the story and the the stories within the story were riveting. Pls support and see this movie. I’m going to see it again. ,2022-09-24 16:51:25+00:00,2011-05-17 23:26:35+00:00
DL_entendre,OH...NY,662,660,48644,"We are cutting a body, not a Yam 😂😂😂😂😂😂WomanKing",2022-09-24 16:43:57+00:00,2009-04-04 16:01:08+00:00
hollywoodprogre,"Hollywood, CA",7341,28006,66642,"The Woman King, Revisited • Gary Karasik: Using a strategy pioneered by Big Tobacco explaining away lung cancer and Big Oil explaining away global warming, they hired experts to explain how The Woman King is actually anti-slavery. womanking ",2022-09-24 16:34:11+00:00,2010-10-22 03:43:36+00:00
JoNGotti90,📍NyC(917) VA(757)  Global ,872,394,11488," was phenomenal as always but  was amazing, and her scene when she's crying for her friend might Win her something you heard. WomanKing",2022-09-24 16:31:53+00:00,2010-04-24 21:40:35+00:00
TorriYatesOrr,"Nashville, TN",702,3698,8403,Go see WomanKing. From the opening scene to the final shot…  did what needed to be done! My theatre yesterday applauded at the end. Also I need Lashana Lynch &amp; Thuso Mbedu to lead EVERY film from here on out. Thank you. ,2022-09-24 16:22:29+00:00,2011-03-13 06:29:24+00:00
GabmanDC,"Rockville, MD",139,39,710,Movie matinee day with  womanking womankingmovie regalmovies unlimitedregalpass dc fall2022 @ Regal Gallery Place Stadium 14 ,2022-09-24 16:19:51+00:00,2009-07-08 02:17:25+00:00
Ak_to_her_nef,Aten,1344,1084,8755,"An engraved map of Dahomey and its environs, from the 1793 The History of Dahomey by slave trader and historian Archibald Dalzel.WomanKing Africa Benin ",2022-09-24 16:17:11+00:00,2009-04-30 21:03:23+00:00
WestCoastAshhh,,325,367,49864,WomanKing was soooo good y'all,2022-09-24 16:16:30+00:00,2011-08-28 17:20:46+00:00
KendellKLee,NYC,422,192,1347,Good afternoon Twitter.  I am feeling my age today. Some time with the family working on music and seeing movie WomanKing  should make young again,2022-09-24 16:09:04+00:00,2011-10-04 00:09:15+00:00
DJSzuba1,United States,5002,1025,133513,"CrossConnection When a historian from Africa explains the facts about the broad brush WomanKing takes, you see that they found a balance of truth &amp; fiction &amp; well deserved acclaim for getting this story on screens! ",2022-09-24 16:03:34+00:00,2011-09-02 03:04:31+00:00
RedactedHoolign,Inside your walls ,71,122,1274,We should remake “Schindlers List” but do it the same way they did the WomanKing ,2022-09-24 16:01:56+00:00,2022-06-03 04:10:52+00:00
socialforfun,"Virginia, USA",72,198,14497,CrossConnection The WomanKing WomanKingMovie  revisionist narrative happens when Black people are not involved in the writing of the story-disturbing that the movie is being celebrated and associated with Black excellence. This is not it. Boycottwomanking,2022-09-24 15:57:42+00:00,2014-11-10 17:14:47+00:00
viola_jeremiah,"=^._.^=,,)∫°",58,11,4,FelignDesign violadavis A Hollywood film won’t tell the accurate history of the Dahomey. WomanKing BoycottWomanKing https…,2022-09-24 15:54:11+00:00,2022-08-31 17:32:43+00:00
DrNomhle_Global,The Continent of AfroFuturism ,500,1675,3190,The WomanKing is absolutely splendid! What a wonderful movie and brilliant acting from  &amp; !,2022-09-24 15:53:21+00:00,2018-04-09 13:01:24+00:00
socialforfun,"Virginia, USA",72,198,14497,"CrossConnection As a descendant of the people who were probably sold and captured by those women, it is nothing entertaining nor empowering about the WomanKing . WomanKingMovie  Boycottwomanking",2022-09-24 15:46:10+00:00,2014-11-10 17:14:47+00:00
socialforfun,"Virginia, USA",72,198,14497,"CrossConnection Nope, I am boycotting the WomanKing . I not going to disrespect my lineage. ",2022-09-24 15:36:24+00:00,2014-11-10 17:14:47+00:00
KrisLKnight,"Washington, DC/ TN",2158,1772,8289,Great segment on the Dahomey tribe this morning on  WomanKing,2022-09-24 15:34:02+00:00,2011-06-18 00:17:16+00:00
RDrago66,,1540,1101,339446,"   This is a better second Friday gross than Harriet ($1,990,475). Just like it did yesterday, The Woman King made less than did Widows ($3,079,234) on a same day to day comparison. TheWomanKing WomanKing ViolaDavis BoxOffice ",2022-09-24 15:29:37+00:00,2016-10-13 17:35:03+00:00
luvmymeg,"South Carolina, USA",835,802,55012,I’m tryin to go see WomanKing again today,2022-09-24 15:23:02+00:00,2010-03-18 03:54:07+00:00
SBBFilm,,248,356,29712,Get into this short documentary Lupita hosted on the Agojie Warriors- the inspiration for the Dora Milaje. Another reason I want to visit Benin. Agojie doramilaje womanking,2022-09-24 15:08:05+00:00,2021-02-11 00:16:34+00:00
Lfoza,"Welkom, South Africa",4823,6335,104493,About to watch this powerful movie n im so happy  😭😭WomanKing ,2022-09-24 14:55:58+00:00,2009-11-27 14:24:31+00:00
Lfoza,"Welkom, South Africa",4823,6335,104493, My colleagues and I celebrating heritageDayWomanKing ,2022-09-24 14:52:43+00:00,2009-11-27 14:24:31+00:00
isaacsuffren,"Atlanta, GA",47,4412,5549,"Historically inaccurate or not, WomanKing is in my Top 5. The movie was just fire 🔥",2022-09-24 14:40:49+00:00,2015-09-09 15:05:55+00:00
TocksWorld_,"Atlanta, GA",54,48,916,"Ayo  I’m not sure what I was expecting with WomanKing but ma’am you blew my expectations out the water🔥 FLAWLESS EXECUTION. To go from seeing movies like “The Help/Black Bottom” to this🤯 Yea You deserve every flower, rose, hell bouquet at this point💐💐 ",2022-09-24 14:39:20+00:00,2020-12-22 14:31:26+00:00
tonetalks,"Los Angeles, CA",676,28120,20667,You see the impact on IMDb. Look 38% are a 1. boycottwomanking I added Top Gun &amp; Lost City so you can see normal archs for movies w/ good &amp; another w/ mediocre reviews. Look at the difference w/ WomanKing it’s collapsed. Also Woman King has 9k reviews overall Top Gun has 373k. ,2022-09-24 14:30:29+00:00,2015-10-08 01:47:41+00:00
_mimiwashe_,"Cape Town, South Africa",189,40,575,Oh my goodness womankingEveryone in this cinema just applauded st the end of this movie.  I can officially say that AFRICA APPROVES 🌍 🔥 🔥 🔥,2022-09-24 14:30:27+00:00,2017-11-24 13:45:46+00:00
Shantelmaria_,"Rancho Cucamonga, CA",487,360,4933,Before you see the fake movie Womanking read real history so you don't think you actually learned something. Dahomey  via ,2022-09-24 14:27:51+00:00,2012-08-17 23:29:29+00:00
Thick_N_Blonde,"District of Columbia, USA",1147,812,25427,🗣 To be honest WomanKing Is one of the best movies I've ever seen,2022-09-24 14:20:44+00:00,2013-06-13 02:34:50+00:00
Gynocentrism,Website,149,1240,30826,WomanKing  Violence is bad. Imagine how many sandwiches could be peacefully buttered and prepared for the menfolk with that machete.,2022-09-24 14:10:34+00:00,2014-06-06 01:11:22+00:00
AliNikoye1,Afghanistan,98,64,803,A woman definitely has more courage.Nikoye PTNikoye MahsaAminiWomanKing WomensEqualityDay WomanEqualMan ,2022-09-24 14:10:33+00:00,2021-01-24 05:57:00+00:00
Thick_N_Blonde,"District of Columbia, USA",1147,812,25427, You did your thing 👏🏾  with WomanKing You're the real goat ‼️🤞🏾,2022-09-24 14:08:46+00:00,2013-06-13 02:34:50+00:00
PeddyPro,"London, England",142,185,9502,Hearing top reviews about WomanKing,2022-09-24 14:07:20+00:00,2019-12-10 15:29:51+00:00
MwaleThuli,🇿🇦,316,376,2743,If you haven't seen the WomanKing what are you waiting for? Go see it now.,2022-09-24 14:07:16+00:00,2019-07-03 16:09:49+00:00
Thick_N_Blonde,"District of Columbia, USA",1147,812,25427,WomanKing was so good I want to go see it again‼️,2022-09-24 14:07:08+00:00,2013-06-13 02:34:50+00:00
Thick_N_Blonde,"District of Columbia, USA",1147,812,25427,OMGosh its a must yall go see  WomanKing,2022-09-24 14:05:32+00:00,2013-06-13 02:34:50+00:00
DJMONEYGREENE,BOSTON,602,332,2809,   So 🔥🔥🔥🔥🔥🔥❤️❤️❤️❤️’d it!!!! WomanKing,2022-09-24 14:02:08+00:00,2011-09-22 12:40:15+00:00
DollynRose," Dayton, OH 45458",3424,1980,26379,At the movies with my daughter WomanKing it was great movie 🎬 ,2022-09-24 13:57:00+00:00,2009-03-18 23:29:34+00:00
TiffanyDCross,"Washington, DC",2726,310317,50648,We're talking WomanKing on The CrossConnection and all he other African Warriors who were women. Tune in! ,2022-09-24 13:54:40+00:00,2010-10-10 12:41:54+00:00
Zachary_f321,,351,14,1595,"Every bullet through a barbaric, slave-dealing, human-sacrificing Dahomey warrior was a blow for civilization. WomanKing WomanKingMovie",2022-09-24 13:28:47+00:00,2021-03-12 08:10:27+00:00
Dopaliscious1,"Miami, Fl",531,599,65618,"This is why it’s so important to support movies like WomanKing. Viola Davis, who OWNS her own production company and a proud African American woman invested her own money to make this movie possible. ",2022-09-24 13:23:21+00:00,2009-05-30 18:21:31+00:00
adetolaov,*booking a ticket*,875,101769,28683,Kwame Nkrumah no do pass John Boyega’s speeches in WomanKing ,2022-09-24 13:18:04+00:00,2009-09-13 03:27:50+00:00
_____MJ,,347,733,43873,Saw WomanKing last night it was fire to me!! Great story imma prolly go see it again,2022-09-24 13:13:14+00:00,2011-06-20 03:10:13+00:00
SpectorHairDay,,2591,2137,70721,"As a white man, I've withheld expressing my own concerns about WomanKing. I have been surprised that these sorts of criticisms from legitimate voices have been slow to come.",2022-09-24 12:46:15+00:00,2012-08-06 19:55:04+00:00
JQAbroad,United States ,1006,662,90395,Go see it if you haven't!! WomanKing ,2022-09-24 12:39:18+00:00,2011-03-11 21:27:51+00:00
luv2dance82,"New York, NY",693,422,75448,WomanKing was really good! ✊🏾,2022-09-24 12:33:36+00:00,2010-04-03 18:12:19+00:00
AmazingNerdShow,"Chicago, IL",9288,11268,119663,New! Ep 246! This week we breakdown Ep 1-3 of Andor &amp; Ep 6 of SheHulk! We have reviews for WomanKing  &amp; HouseOfTheDragon! We talk MCU &amp; Horror news! Plus we react to AEWGrandSlam! PodernFamily podcast marvel starwars spotifypodcasts ,2022-09-24 12:07:19+00:00,2017-11-27 21:30:50+00:00
themediamessngr,"Parris Island, SC",269,716,9472,Just saw a commercial that claimed womanking    is the Gladiator of our time.  So a movie about women fighting to keep enslaving people is better than a movie about a man enslaved and forced to fight to stay alive. Then he avenges his family. I call BS. ,2022-09-24 11:09:08+00:00,2020-06-12 18:27:31+00:00
Inosa52892705,,20,2,91,Me after watching WomanKing ,2022-09-24 10:55:51+00:00,2020-11-06 00:12:04+00:00
cruleyalexa1996,she/her ,1533,202,18014,"Tweetoftheday WomanKing, 2022Stars, director and screenwriter:Director: Gina Prince Bythewood Writer: Dana StevensWoman King deserves to win Academy Awards, Golden Globe Awards, BAFTA Awards, Big Four Critics' Awards and Emmys... African female warriors are brave!  ",2022-09-24 10:52:59+00:00,2021-08-07 03:39:56+00:00
AmazingNerdShow,"Chicago, IL",9288,11268,119663,New! Ep 246! This week we breakdown Ep 1-3 of Andor &amp; Ep 6 of SheHulk ! We have reviews for WomanKing &amp; HouseOfTheDragon! We talk MCU &amp; Horror news! Plus we react to AEWGrandSlam! PodernFamily podcast marvel podbean starwars ,2022-09-24 10:36:49+00:00,2017-11-27 21:30:50+00:00
cruleyalexa1996,she/her ,1533,202,18014,Tweetoftheday Lashana Lynch is a great actress too..She deserves to win awards! Viola Davis and Lashana Lynch are strong and beautiful actresses! WomanKing ,2022-09-24 10:35:03+00:00,2021-08-07 03:39:56+00:00
AmazingNerdShow,"Chicago, IL",9288,11268,119663,New! Ep 246! This week we breakdown Ep 1-3 of Andor &amp; Ep 6 of SheHulk ! We have reviews for WomanKing &amp; HouseOfTheDragon! We talk MCU &amp; Horror news! Plus we react to AEWGrandSlam! PodernFamily podcast marvel starwars applepodcasts ,2022-09-24 10:13:41+00:00,2017-11-27 21:30:50+00:00
AmazingNerdShow,"Chicago, IL",9288,11268,119663,New! Ep 246! This week we breakdown Ep 1-3 of Andor &amp; Ep 6 of SheHulk ! We have reviews for WomanKing &amp; HouseOfTheDragon! We talk MCU &amp; Horror news! Plus we react to AEWGrandSlam! PodernFamily podcast marvelPodbean:Apple: ,2022-09-24 10:03:56+00:00,2017-11-27 21:30:50+00:00
Jewelrystore01,"India,Howrah ",9,0,17,Watch this video dm_8f00a581e67be84adccef8a81ccc82c5 videos - Dailymotionjewellry JewelryBonney Ghanagirls girl WomanKing trendy Video,2022-09-24 09:32:07+00:00,2022-09-22 03:48:11+00:00
Z_Mavov,PE/CPT,590,720,30116,Let me go watch WomanKing today 😊👌,2022-09-24 09:23:38+00:00,2010-08-13 09:35:50+00:00
HashBorgir,,4,375,562,"Hey Feminists, what is a WomanKing? Like a queen, but only more man like? So the highest ideal for a feminist or a woman is for them to be a man? As man-like as can be? So basically feminism is about making women into men. Brilliant.",2022-09-24 09:16:36+00:00,2009-09-10 03:30:55+00:00
F4ncyNancy,,325,87,11305,Wo WomanKing get Review Bombed? Seeing a lot of 1 ratings on IMDB.,2022-09-24 09:15:38+00:00,2019-09-15 09:00:09+00:00
SaritYourCity,"Nairobi, Kenya",18,4699,3677,"Strength, resilience, SISTERHOOD. 🤎TheWomanKing will be showing at Century Cinemax  2nd Floor Rooftop Garden   on Friday ,30th Sept.Tickets on sale now!!!!!!!!!!womanking centurycinemax sarityourcity ",2022-09-24 08:41:32+00:00,2014-09-29 11:19:21+00:00
MissMwanyigha,"Nairobi, Kenya",1055,195357,27016,"Super fun night at the exclusive screening of the incredible new  movie womanking   Showing from 30th September, don’t miss it! ⚔️🙌🏽aboutlastnight goodmorning ☕️☕️☕️😜 ",2022-09-24 07:28:37+00:00,2009-04-18 18:42:12+00:00
maliquefromnyc,"Brooklyn, NY & Los Angeles, CA",624,1112,5027,WomanKing amazing film.,2022-09-24 07:09:50+00:00,2011-08-30 02:17:55+00:00
FandomMenaceLs,,137,6794,2004,The duality of man WomanKing WomanKingMovie ,2022-09-24 06:57:40+00:00,2021-09-07 16:06:49+00:00
SharonObara,"Nairobi, Kenya",372,3427,3240,Spot your faves🥰womenkingWomanKing WomanKingMovie ,2022-09-24 06:56:32+00:00,2020-01-31 07:36:03+00:00
FandomMenaceLs,,137,6794,2004,Funny how Anti-woke morons claim that WomanKing and its 99% audience score is evidence of fake reviews by Rotten Tomatoes but SheHulk and its 37% audience score is totally legit and not just review-bombing losers who have nothing better to do in their miserable lives,2022-09-24 06:48:48+00:00,2021-09-07 16:06:49+00:00
FandomMenaceLs,,137,6794,2004,"""accused of faking reviews"". i can accuse him right now of being involved in a plot to assassinate the King fo England. that doesnt mean the accusation holds any water. mans running out of ideas lol. guess there was too many good black people in this movie for him WomanKing ",2022-09-24 06:42:47+00:00,2021-09-07 16:06:49+00:00
FandomMenaceLs,,137,6794,2004,they wont talk about how its the first movie to get an A+ Cinema Score since TopGunMaverick though. wonder why. WomanKing ,2022-09-24 06:41:04+00:00,2021-09-07 16:06:49+00:00
